gene	 prob_haploinsufficient 
CDV3	 0.7681700 
ARHGAP1	 0.7677400 
IER2	 0.7677300 
RHOC	 0.7676600 
RPLP0	 0.7676200 
GSG1L	 0.7676000 
CELF3	 0.7675700 
ARHGEF1	 0.7675400 
JPH1	 0.7673100 
TUSC2	 0.7671000 
STAT4	 0.7662000 
SYDE1	 0.7662000 
PGK1	 0.7653700 
ZIC5	 0.7653400 
HNRNPAB	 0.7652600 
ZNF563	 0.7644000 
CHTOP	 0.7639900 
C1GALT1	 0.7631300 
SHFM1	 0.7628800 
ARMC1	 0.7628400 
CITED2	 0.7627100 
SLC1A6	 0.7623700 
RAC1	 0.7622800 
NAA10	 0.7617900 
HIP1	 0.7617300 
AAMP	 0.7617200 
RHOV	 0.7615300 
C10orf54	 0.7609700 
ARL4C	 0.7608100 
EXOC3L2	 0.7603900 
MYLPF	 0.7603500 
RP11-343C2.11	 0.7603400 
BMP6	 0.7594700 
RGS10	 0.7593300 
ACOT7	 0.7592600 
PHB	 0.7588000 
INO80B	 0.7586400 
SPIN4	 0.7584300 
TNFSF8	 0.7580900 
PTOV1	 0.7573700 
RPS27	 0.7566300 
BTF3	 0.7562400 
DHX40	 0.7556000 
NCLN	 0.7551000 
TMEM60	 0.7549800 
GPR88	 0.7548800 
FNBP1L	 0.7539200 
INTS12	 0.7537000 
SKOR2	 0.7535900 
PARK7	 0.7533500 
DKK2	 0.7531800 
LEMD2	 0.7529300 
ZFP36	 0.7524400 
SLIT3	 0.7523300 
USP25	 0.7522000 
QKI	 0.7512100 
ERP29	 0.7510800 
FGF16	 0.7510700 
GAD2	 0.7508300 
COLCA2	 0.7506600 
CCDC85C	 0.7501000 
FEZ1	 0.7500200 
PDXK	 0.7490600 
NHP2L1	 0.7484800 
TCEAL4	 0.7482700 
RBM42	 0.7479100 
HSF1	 0.7476200 
EPN2	 0.7475500 
SSR3	 0.7473600 
SSTR1	 0.7473000 
DRD2	 0.7470900 
VPS29	 0.7469600 
LMX1B	 0.7463700 
SOCS3	 0.7461300 
TAC1	 0.7460800 
TSPAN7	 0.7457700 
SS18	 0.7456600 
GLRX5	 0.7456000 
UBTD1	 0.7455800 
METRNL	 0.7453800 
RRM2	 0.7451500 
MTA2	 0.7447900 
TRIM39-RPP21	 0.7442500 
TCEB1	 0.7442100 
MAF	 0.7438200 
CDH4	 0.7434800 
DYNLL2	 0.7431100 
APBA2	 0.7427200 
PAGR1	 0.7426500 
PAGR1	 0.7426500 
AKAP1	 0.7423800 
PRAF2	 0.7423600 
ATP6V0C	 0.7423200 
FOXA2	 0.7422500 
TMEM248	 0.7422000 
TLX1	 0.7416100 
TSSK6	 0.7410000 
OTP	 0.7403900 
PIN1	 0.7403100 
ARPC1A	 0.7399700 
OR10C1	 0.7396300 
TCEAL3	 0.7395400 
CAMK2B	 0.7391400 
B3GNT3	 0.7388800 
DMRT1	 0.7387000 
GABRG2	 0.7385200 
ZDHHC9	 0.7374900 
EIF5A	 0.7370900 
H2AFY	 0.7370500 
RND1	 0.7370100 
ACTC1	 0.7366800 
KRT1	 0.7362900 
SLC4A7	 0.7361600 
UBL3	 0.7354400 
NAA50	 0.7348600 
C12orf5	 0.7348000 
KRT18	 0.7347700 
RNF43	 0.7345200 
RAB9B	 0.7343000 
SLC48A1	 0.7342000 
ZNF625	 0.7341500 
FKBP5	 0.7339300 
EI24	 0.7334800 
S1PR1	 0.7326900 
ALCAM	 0.7326700 
PFN1	 0.7325800 
FOXA3	 0.7325700 
DCTN4	 0.7322100 
CHMP1B	 0.7318200 
MAFG	 0.7317600 
RP11-508N12.4	 0.7316800 
LAMTOR3	 0.7313000 
DMRTC2	 0.7310400 
Mar-09	 0.7308900 
C5orf24	 0.7302500 
SERPINE2	 0.7299000 
FRMD7	 0.7298300 
CCDC121	 0.7297700 
SLC39A9	 0.7294600 
ING2	 0.7292800 
TCEAL5	 0.7291100 
EVA1B	 0.7289600 
CXCR5	 0.7286100 
PPIE	 0.7283200 
BRIX1	 0.7280300 
UBXN1	 0.7275200 
DNTTIP1	 0.7272000 
HMX1	 0.7262300 
IFFO2	 0.7261700 
TAZ	 0.7259100 
B3GNT5	 0.7257900 
PRKAB2	 0.7255900 
KATNBL1	 0.7254500 
COPS8	 0.7248500 
SEC11C	 0.7241500 
TADA2B	 0.7236600 
SNRPC	 0.7230300 
CYTH3	 0.7225200 
TYMS	 0.7224700 
GSTT2B	 0.7221900 
ID3	 0.7217700 
CREBL2	 0.7216700 
EGLN2	 0.7216600 
UCK2	 0.7213100 
ZNF850	 0.7210300 
LAMTOR1	 0.7208500 
CD40LG	 0.7207900 
LEPROTL1	 0.7207200 
NANOG	 0.7202200 
TGFA	 0.7198100 
PES1	 0.7190400 
DYNLT3	 0.7189400 
ZNF469	 0.7186600 
SLC35A2	 0.7179200 
KIF1C	 0.7176700 
CTC-273B12.7	 0.7176600 
CRH	 0.7161400 
ADAMTS1	 0.7160100 
NPTXR	 0.7159700 
RBM38	 0.7158300 
MAPRE3	 0.7156100 
ARF6	 0.7153600 
ZDHHC14	 0.7151000 
PER2	 0.7148000 
NKX1-1	 0.7146500 
CYR61	 0.7138800 
GBX2	 0.7134700 
SOX21	 0.7134400 
NXF2B	 0.7133300 
PTGES	 0.7131700 
PIN4	 0.7129300 
VIM	 0.7125500 
ZBED5	 0.7125300 
AP1M1	 0.7125100 
OXT	 0.7119700 
PROSER1	 0.7114300 
MAFK	 0.7112800 
FBXO15	 0.7107200 
ADRBK2	 0.7105900 
AFF1	 0.7103800 
SLC1A2	 0.7103600 
CXorf30	 0.7100100 
OVOL2	 0.7088900 
NEURL1B	 0.7088700 
RPL34	 0.7088500 
IL15	 0.7085900 
SNRPB	 0.7085800 
PDLIM7	 0.7083800 
DLG2	 0.7079600 
CHSY1	 0.7078100 
RP11-101E3.5	 0.7072100 
HES1	 0.7072000 
LMO3	 0.7069500 
SOX2	 0.7066200 
B3GNT7	 0.7063900 
SMEK2	 0.7063600 
SNX9	 0.7061000 
MBNL1	 0.7057900 
RYR3	 0.7056600 
PDCD6IP	 0.7055400 
VGLL2	 0.7054700 
EHF	 0.7054300 
ZBTB8OS	 0.7054200 
UBE2E1	 0.7053800 
C19orf33	 0.7044700 
ITM2C	 0.7041800 
GPR101	 0.7037500 
CLDN2	 0.7032800 
ZNF706	 0.7023300 
COL11A2	 0.7019700 
PRPF38B	 0.7019400 
CCDC182	 0.7007500 
JUND	 0.7005400 
AP000783.1	 0.7004600 
TMEM183A	 0.7002200 
PAX1	 0.7001900 
DUSP8	 0.6997500 
CECR6	 0.6994100 
CAP2	 0.6989900 
SIAH1	 0.6986600 
DYNLL1	 0.6983000 
AC073610.5	 0.6981600 
YWHAQ	 0.6975500 
LRP6	 0.6966400 
SRGN	 0.6965600 
ASB9	 0.6964900 
MAPK6	 0.6964600 
HOXB5	 0.6958900 
FAM211A	 0.6958200 
ADNP2	 0.6957300 
SACM1L	 0.6953600 
TSPAN12	 0.6947300 
SIX4	 0.6946400 
FBXO46	 0.6942800 
PAGE4	 0.6939000 
ZFY	 0.6935900 
NAP1L5	 0.6928000 
SRSF5	 0.6925500 
COPE	 0.6924900 
ARMCX2	 0.6924900 
CD79A	 0.6922600 
BASP1	 0.6916800 
MGAT4B	 0.6914500 
HMG20B	 0.6911200 
GGNBP1	 0.6911200 
DUSP7	 0.6902400 
DCP1A	 0.6898900 
HM13	 0.6895800 
FOXD1	 0.6887400 
CDCA3	 0.6885000 
SYT13	 0.6880700 
CFP	 0.6877800 
GULP1	 0.6871400 
RPS16	 0.6871300 
BRK1	 0.6870600 
SIAH2	 0.6866900 
FSTL3	 0.6865800 
LTBP3	 0.6864700 
MBNL3	 0.6859700 
CBX7	 0.6853400 
SESN3	 0.6849600 
DDX24	 0.6846500 
MAGEA11	 0.6844500 
TMEM167B	 0.6840500 
NR2C1	 0.6828400 
SLC35A1	 0.6826200 
RPS28	 0.6825900 
SOWAHA	 0.6822200 
ZNF460	 0.6818100 
ABHD2	 0.6815100 
RPS24	 0.6814100 
CLIP1	 0.6808800 
GNAS	 0.6807600 
NDUFC2	 0.6807100 
PGRMC2	 0.6801000 
CLIP3	 0.6794800 
LPAR3	 0.6793500 
TMEM179	 0.6792300 
DET1	 0.6790300 
SOGA3	 0.6789900 
ELOVL1	 0.6789700 
LBX1	 0.6788600 
TNNC1	 0.6783300 
HPCA	 0.6783000 
UBE2QL1	 0.6783000 
RIMBP2	 0.6781300 
RPL36	 0.6780200 
HMG20A	 0.6776900 
MMP24	 0.6775200 
NXNL2	 0.6771800 
ASCL1	 0.6769200 
FGF8	 0.6767600 
LMO4	 0.6766700 
RPP25L	 0.6762900 
TCF12	 0.6760200 
GRK5	 0.6756700 
RNF138	 0.6753500 
OR12D2	 0.6753000 
RAB33B	 0.6752300 
NDN	 0.6749500 
MRC2	 0.6747200 
COX7B	 0.6745900 
ZFP36L1	 0.6740600 
HSPA14	 0.6735900 
VASN	 0.6724800 
SIRPA	 0.6719700 
BEX4	 0.6719500 
SOX8	 0.6716700 
PGRMC1	 0.6711000 
RAB4B	 0.6708900 
CDK5R2	 0.6706800 
LHFP	 0.6705700 
EPHA6	 0.6703700 
GDF5	 0.6700200 
PAX2	 0.6699900 
ZNF449	 0.6699700 
HBG2	 0.6698200 
C20orf24	 0.6696400 
TMEM178A	 0.6694600 
ID2	 0.6693900 
SLC39A8	 0.6692400 
FAM3A	 0.6689900 
MYPOP	 0.6689200 
LARP6	 0.6687400 
SERP2	 0.6681000 
GPR137	 0.6679800 
RPLP2	 0.6674400 
TOMM40L	 0.6671300 
COL4A3BP	 0.6670200 
CCSER2	 0.6669800 
NFE2	 0.6669300 
ZMYM2	 0.6664800 
SHOX	 0.6656600 
GAL3ST1	 0.6655900 
FAM57B	 0.6646800 
MDGA2	 0.6645700 
NCS1	 0.6643400 
AKAP8	 0.6642500 
DCP2	 0.6640300 
FER	 0.6633000 
FCER1G	 0.6632700 
KLHL4	 0.6628300 
SNED1	 0.6624600 
CADM1	 0.6621600 
DDX53	 0.6616700 
Mar-07	 0.6616200 
ST13	 0.6607400 
OLIG1	 0.6607400 
STRN	 0.6606100 
NGEF	 0.6603900 
CDC26	 0.6603500 
C4orf32	 0.6594800 
KIAA2026	 0.6592300 
TMEM35	 0.6592200 
TSPAN9	 0.6591300 
ADIPOR1	 0.6584000 
AKAP14	 0.6582900 
TBX15	 0.6577300 
KANSL1L	 0.6568400 
NDUFC2-KCTD14	 0.6566800 
BDNF	 0.6562600 
PINLYP	 0.6554400 
SLC41A1	 0.6549300 
GLCE	 0.6544400 
ZNF385D	 0.6543700 
RUNX1	 0.6537700 
JAK2	 0.6537200 
CTD-2545M3.6	 0.6535900 
NUP155	 0.6534900 
SIX1	 0.6529700 
RNF26	 0.6528400 
FZD2	 0.6526600 
POLR2H	 0.6525700 
LHFPL4	 0.6524700 
ZNF746	 0.6520500 
TIMM8A	 0.6519500 
AKAP5	 0.6519100 
BANF1	 0.6518000 
ZFP92	 0.6517900 
MTCH1	 0.6510600 
SCAMP5	 0.6509900 
OTUD1	 0.6509100 
NDP	 0.6504200 
MAPK1IP1L	 0.6499100 
CNIH1	 0.6496500 
ITPKA	 0.6492600 
SLC25A19	 0.6492300 
RING1	 0.6485400 
C17orf103	 0.6483700 
KRBOX4	 0.6479800 
RBM7	 0.6475300 
ERGIC1	 0.6474700 
TMX2	 0.6474500 
FMR1	 0.6471800 
PRKG2	 0.6468500 
TMEM123	 0.6464300 
GPR50	 0.6463900 
SPTSSA	 0.6458200 
NXT1	 0.6457400 
GEMIN7	 0.6454300 
C9orf147	 0.6451800 
TMEM210	 0.6446400 
AKT2	 0.6443200 
ALB	 0.6432900 
H1F0	 0.6427000 
EPT1	 0.6420600 
KRT5	 0.6417200 
RPL24	 0.6413700 
PCDH17	 0.6405600 
WBP1L	 0.6401100 
C12orf75	 0.6397700 
SRSF9	 0.6392400 
ABI1	 0.6391100 
TMEM132C	 0.6387900 
RHBDD2	 0.6385800 
NKX3-2	 0.6382100 
SMNDC1	 0.6377700 
TRIM13	 0.6366000 
CYCS	 0.6364700 
RUNDC3A	 0.6362300 
ZNF813	 0.6358500 
LMO1	 0.6354600 
PHACTR1	 0.6353700 
MPC2	 0.6351500 
GCK	 0.6346400 
DTNA	 0.6345900 
MYEF2	 0.6345200 
EN2	 0.6344800 
ATF1	 0.6342600 
VDAC2	 0.6341200 
TXNDC2	 0.6341000 
UNCX	 0.6339900 
TMEM203	 0.6335100 
DSE	 0.6331000 
TEF	 0.6329100 
KIAA0247	 0.6326500 
SEC14L1	 0.6326400 
NCKAP5L	 0.6320000 
PRICKLE3	 0.6319800 
UBE2S	 0.6317200 
IER3	 0.6312200 
SEC61G	 0.6310400 
PDE2A	 0.6310000 
GDF7	 0.6306200 
TIMP3	 0.6303700 
SOCS2	 0.6299900 
FEM1C	 0.6292700 
PRIMA1	 0.6289400 
MESDC2	 0.6277300 
ABR	 0.6273800 
HVCN1	 0.6273500 
CHP1	 0.6266700 
RPS4Y1	 0.6265100 
MAMLD1	 0.6264700 
ITM2B	 0.6258900 
LIPT2	 0.6257500 
PURB	 0.6254300 
IL21	 0.6254000 
CXorf23	 0.6253200 
TMEM119	 0.6250300 
NPTX1	 0.6250100 
RAB5A	 0.6245200 
C6orf1	 0.6241600 
MSL2	 0.6240600 
CDKN1B	 0.6237600 
PPP2R3A	 0.6234900 
DIO3	 0.6233100 
SOX1	 0.6232200 
SMPX	 0.6231700 
FGF12	 0.6229400 
SMIM11	 0.6226100 
RAP1A	 0.6222700 
NGFRAP1	 0.6214100 
ZG16	 0.6213100 
NOP56	 0.6209800 
ATCAY	 0.6207600 
N4BP1	 0.6205600 
LDLRAD4	 0.6201100 
DIO2	 0.6196000 
FXYD6	 0.6188600 
AMER3	 0.6186900 
ING5	 0.6185100 
FOXQ1	 0.6184900 
ZBTB5	 0.6177200 
FAM115A	 0.6175600 
BAG3	 0.6173800 
TAB3	 0.6171400 
TWISTNB	 0.6170800 
AP3B1	 0.6153200 
HECA	 0.6149300 
HIST2H2AB	 0.6146700 
HDAC1	 0.6142700 
NOS1AP	 0.6142400 
VPS26A	 0.6141100 
CDC16	 0.6140200 
CASC3	 0.6133800 
GOLGA6L18	 0.6127800 
CEBPD	 0.6121900 
SMURF1	 0.6118000 
METTL16	 0.6117500 
RAI2	 0.6115800 
LONRF1	 0.6115700 
BARHL2	 0.6114900 
CYB561	 0.6109200 
BLNK	 0.6108300 
RNF34	 0.6105700 
CDK2	 0.6105400 
YPEL1	 0.6098600 
NOTCH2NL	 0.6097200 
TOMM22	 0.6084700 
CX3CL1	 0.6083700 
PRDM6	 0.6083500 
CCL2	 0.6078600 
TASP1	 0.6078100 
FLT3	 0.6077700 
IRF9	 0.6077300 
MLEC	 0.6071600 
C12orf44	 0.6062300 
CD59	 0.6056800 
SURF4	 0.6056400 
HIST1H3J	 0.6055600 
LSM11	 0.6043800 
RHOA	 0.6040500 
HAPLN1	 0.6024200 
APOO	 0.6020100 
KCNG2	 0.6018300 
C2orf82	 0.6016100 
DDX39A	 0.6015100 
COPS7B	 0.6007100 
MARK1	 0.6004500 
SYT1	 0.6003800 
EPM2AIP1	 0.5999800 
SYCE3	 0.5999000 
PSMA4	 0.5995900 
CNN3	 0.5985200 
UBA52	 0.5984900 
CEND1	 0.5975100 
CDH7	 0.5975000 
AMIGO2	 0.5974300 
ADORA2A	 0.5971000 
ESRRA	 0.5969600 
CNOT11	 0.5969300 
KAZN	 0.5967100 
SZRD1	 0.5965100 
HIST1H2AC	 0.5964000 
RTP4	 0.5961600 
EPAS1	 0.5961000 
LRRTM1	 0.5945000 
ARC	 0.5943300 
SMPD3	 0.5942900 
TMEM121	 0.5941300 
MON2	 0.5938800 
SRRT	 0.5936200 
OSGIN2	 0.5934500 
RIMKLB	 0.5927300 
KRTAP17-1	 0.5911200 
DDIT3	 0.5906600 
CXorf40A	 0.5901500 
ARSE	 0.5898200 
TMEM229A	 0.5895500 
GNG12	 0.5893600 
MOS	 0.5892800 
OSM	 0.5891600 
SF3B14	 0.5890200 
SNX30	 0.5884300 
FGFBP1	 0.5879400 
MAP3K10	 0.5875800 
ATOX1	 0.5864500 
COL27A1	 0.5864000 
TCEAL1	 0.5857800 
BARX1	 0.5857100 
CCNYL1	 0.5856400 
SOCS1	 0.5854400 
BATF2	 0.5853600 
WNT5B	 0.5853500 
RP11-295D22.1	 0.5846400 
C10orf53	 0.5842700 
FAM69A	 0.5840500 
DIO1	 0.5839900 
TCHHL1	 0.5837100 
SF3B5	 0.5835400 
DDX27	 0.5832600 
TROVE2	 0.5827800 
ST3GAL1	 0.5826900 
SP7	 0.5826900 
ZNF287	 0.5826200 
FOXD3	 0.5821600 
BCAR3	 0.5821300 
EIF4E2	 0.5816100 
GGH	 0.5813200 
VAPB	 0.5811100 
PIRT	 0.5802000 
TECPR2	 0.5800300 
NHLH2	 0.5796400 
RP11-58C22.1	 0.5792000 
PRRT2	 0.5791900 
ZFP82	 0.5788900 
RNF11	 0.5787300 
UPRT	 0.5784000 
CCDC71L	 0.5780600 
URGCP	 0.5779900 
IRS4	 0.5779600 
CACNA2D3	 0.5777800 
MID1IP1	 0.5773300 
CCDC6	 0.5771400 
RPL39	 0.5763700 
ZFP62	 0.5754200 
SMIM20	 0.5753100 
TREX1	 0.5752800 
RPL17-C18orf32	 0.5750200 
HIST1H1B	 0.5746700 
POU3F4	 0.5746000 
GPER1	 0.5743400 
KAT2A	 0.5733100 
FAM199X	 0.5726900 
RBM8A	 0.5726800 
PTH1R	 0.5725300 
VMA21	 0.5723600 
PBDC1	 0.5716200 
BTF3L4	 0.5713600 
MYNN	 0.5712900 
CLPP	 0.5710600 
BACH1	 0.5707200 
FAM229B	 0.5706600 
FGF19	 0.5702200 
AXIN2	 0.5701500 
MACROD1	 0.5690900 
VGF	 0.5682500 
CA10	 0.5674600 
HDAC3	 0.5673700 
NAB2	 0.5673400 
EIF2B3	 0.5669500 
SMIM12	 0.5667900 
WDR37	 0.5664200 
FCHSD2	 0.5661800 
FGB	 0.5661600 
LPPR1	 0.5661400 
HBG1	 0.5661100 
TAL1	 0.5659000 
OPA3	 0.5657000 
POU2AF1	 0.5655300 
TMEM30C	 0.5651400 
POU3F1	 0.5646900 
SLC6A14	 0.5641900 
CTD-2260A17.2	 0.5641500 
COX7C	 0.5636600 
PRDM13	 0.5630700 
RAB43	 0.5622400 
GFY	 0.5619600 
B2M	 0.5616700 
GET4	 0.5616400 
CMAS	 0.5614100 
TOR4A	 0.5607900 
KLF2	 0.5604400 
ST14	 0.5604200 
SLC38A4	 0.5602800 
TWIST2	 0.5600400 
MAGI1	 0.5597000 
FAR2	 0.5596300 
SORCS1	 0.5593700 
BCL2	 0.5590300 
MVB12B	 0.5586700 
LRFN5	 0.5586300 
SPATS2L	 0.5583300 
PPIA	 0.5573400 
THBS2	 0.5564100 
AVPR2	 0.5558900 
CFL1	 0.5556300 
MRPL41	 0.5553100 
LIN28B	 0.5551300 
MEX3B	 0.5550800 
LMNB1	 0.5548100 
IL34	 0.5544400 
KCNMB2	 0.5544000 
PAIP2	 0.5541400 
ZNF81	 0.5540200 
IER5L	 0.5537700 
ARPC5L	 0.5537700 
CEBPA	 0.5536500 
NDUFAF4	 0.5534400 
NDUFA1	 0.5531500 
C20orf78	 0.5526900 
LCP1	 0.5526100 
GADD45G	 0.5525900 
MIEN1	 0.5525700 
INPP4B	 0.5521800 
USP22	 0.5521200 
TRPC4AP	 0.5520900 
EIF1AY	 0.5520800 
DSTN	 0.5511600 
SPDYA	 0.5510000 
C7orf73	 0.5507500 
FRS3	 0.5504700 
DDR2	 0.5503000 
MORN4	 0.5499900 
RPL35	 0.5489200 
SMAD7	 0.5485400 
ZNF598	 0.5482400 
FAM98A	 0.5472800 
GNG11	 0.5470900 
SUV420H2	 0.5468500 
PHC2	 0.5464100 
KCNH1	 0.5462500 
MOBP	 0.5462300 
FNDC5	 0.5458000 
PDE7B	 0.5457800 
HIST2H2BE	 0.5451800 
HS2ST1	 0.5447500 
TCEAL8	 0.5433800 
HHEX	 0.5428900 
BEX1	 0.5427300 
CHIC2	 0.5424500 
GNG3	 0.5421700 
SLC30A3	 0.5421000 
DDX23	 0.5419900 
SOCS5	 0.5415600 
WNT9B	 0.5413700 
KPNA2	 0.5413300 
RBP7	 0.5413300 
NANOS1	 0.5410600 
PRKCZ	 0.5410000 
NCOA3	 0.5406500 
KCNJ6	 0.5406300 
WASF3	 0.5401800 
PTPRCAP	 0.5400100 
DCLRE1B	 0.5391200 
RNF139	 0.5380700 
TMEFF1	 0.5379900 
TNFAIP8L1	 0.5379000 
RASD2	 0.5373300 
APBA1	 0.5370100 
C1QTNF1-AS1	 0.5368100 
BTG1	 0.5364100 
CLINT1	 0.5353800 
PRR15	 0.5353200 
SLC25A11	 0.5348700 
MADCAM1	 0.5346200 
OR2H1	 0.5345500 
TMEM100	 0.5343700 
HIST3H2A	 0.5342100 
ZNF580	 0.5336200 
ADAP1	 0.5333000 
PCSK1N	 0.5324200 
TP53	 0.5323500 
LYZL4	 0.5318700 
KATNAL1	 0.5316900 
SOWAHD	 0.5313500 
CRTC1	 0.5310000 
TMEM9B	 0.5307500 
TBC1D3	 0.5306300 
DGKB	 0.5299100 
LUZP1	 0.5295500 
SYNGR3	 0.5294600 
MLLT11	 0.5291500 
CDX2	 0.5288700 
ATP6V1E1	 0.5280000 
NDFIP2	 0.5274300 
ESX1	 0.5268700 
NDUFAB1	 0.5266100 
ZNF202	 0.5263000 
FIZ1	 0.5261800 
CPLX2	 0.5260100 
FADD	 0.5259500 
C1orf86	 0.5255800 
ADRB2	 0.5254500 
EXOSC6	 0.5247300 
C11orf73	 0.5245900 
TNR	 0.5243700 
LDOC1	 0.5243100 
ADCYAP1	 0.5242400 
LIF	 0.5242000 
POLR2B	 0.5237200 
ONECUT1	 0.5233300 
ZNF526	 0.5231600 
EMC6	 0.5229800 
TBC1D25	 0.5226200 
CLDN3	 0.5223300 
GPR26	 0.5209600 
SSX4	 0.5203000 
SPSB1	 0.5198200 
TCF15	 0.5198100 
MAP3K5	 0.5196400 
RBP4	 0.5195100 
HLA-DRA	 0.5194900 
PALM	 0.5190200 
SP5	 0.5184600 
CEP68	 0.5182200 
SIX6	 0.5177600 
BBX	 0.5175200 
NAA60	 0.5169400 
NAA60	 0.5169400 
LOH12CR2	 0.5166900 
MBOAT2	 0.5162900 
LHX8	 0.5157200 
C1QL3	 0.5156700 
TTR	 0.5156600 
P2RY1	 0.5152200 
ANKRD46	 0.5150700 
TEFM	 0.5142400 
C4orf48	 0.5142300 
PHOSPHO1	 0.5142100 
PKIG	 0.5140800 
INTS5	 0.5135000 
KDM4E	 0.5131500 
CDH5	 0.5131400 
DSTYK	 0.5126200 
GP1BB	 0.5124900 
SYNJ2BP	 0.5121800 
HOXC6	 0.5116500 
KRTAP6-3	 0.5116400 
HTR2A	 0.5112400 
RNF170	 0.5109100 
AC104534.3	 0.5107600 
CRX	 0.5104300 
AC007952.5	 0.5103100 
PRR15L	 0.5100900 
KM-PA-2	 0.5099900 
LRP5	 0.5099200 
CAMK4	 0.5095700 
BLCAP	 0.5095300 
CREM	 0.5087800 
CKAP4	 0.5086300 
UTF1	 0.5084700 
GRIP1	 0.5082800 
SEZ6L	 0.5074100 
ZBED4	 0.5068800 
ARRB2	 0.5065800 
CNR1	 0.5065200 
GNG2	 0.5055600 
DACT3	 0.5055500 
MSTN	 0.5052000 
TBX4	 0.5048000 
OR6C1	 0.5047100 
RPA2	 0.5046100 
UBA3	 0.5041300 
RNASEK	 0.5035500 
SLC6A17	 0.5035300 
CETN2	 0.5033100 
PPARGC1B	 0.5032100 
EGR2	 0.5029200 
EIF1B	 0.5027100 
AC117834.1	 0.5025800 
MRPL27	 0.5021200 
PTPRB	 0.5020700 
TNFRSF1B	 0.5020100 
RP11-105C20.2	 0.5017000 
AKAP17A	 0.5016700 
ADRA2C	 0.5015900 
PSMD10	 0.5013600 
ZNF428	 0.5013000 
PFN3	 0.5009600 
CSRNP3	 0.5001800 
CDH22	 0.4999000 
TOMM5	 0.4997500 
TIMP1	 0.4993000 
LTBP4	 0.4991100 
SNX6	 0.4989800 
DEFA4	 0.4979800 
KCNA6	 0.4972800 
EMP1	 0.4970600 
FOXN2	 0.4970100 
GNG7	 0.4966300 
C16orf74	 0.4965500 
BCL9	 0.4960700 
VEGFC	 0.4956500 
FOXD4L3	 0.4954200 
CDKN2D	 0.4947300 
UBR7	 0.4944900 
HMGXB4	 0.4943500 
KRTAP3-2	 0.4941200 
COX5A	 0.4940700 
FAM122A	 0.4938000 
GATA4	 0.4930800 
ST8SIA1	 0.4930000 
SLC16A12	 0.4926700 
MAG	 0.4922800 
SERTM1	 0.4915600 
CYHR1	 0.4911500 
KISS1	 0.4903900 
PHOX2A	 0.4901800 
NRAS	 0.4900900 
TMEM64	 0.4900500 
SLC25A42	 0.4894800 
RBAK-RBAKDN	 0.4893700 
MYO9A	 0.4892300 
TSNAX	 0.4892200 
C18orf42	 0.4891600 
CD164	 0.4890600 
HCN2	 0.4888500 
ZNRF4	 0.4886600 
KLF15	 0.4884300 
RP11-89K11.1	 0.4882800 
FAM13B	 0.4874500 
LGR4	 0.4870500 
RNF166	 0.4866800 
RAP2B	 0.4865800 
FBXO8	 0.4856200 
CT55	 0.4854900 
FAM171B	 0.4853500 
DLST	 0.4847400 
TCEAL7	 0.4847000 
PALM3	 0.4844600 
STOX2	 0.4840900 
FGR	 0.4840800 
AC007557.1	 0.4839900 
NXPH1	 0.4837000 
PLEKHO1	 0.4834100 
MUM1L1	 0.4829300 
STX16	 0.4826100 
S100A12	 0.4823400 
RP11-650K20.3	 0.4821300 
LPCAT4	 0.4820700 
TRPC4	 0.4820500 
SCNN1G	 0.4819900 
NRGN	 0.4819000 
OPRL1	 0.4817200 
STK35	 0.4807600 
FAM230A	 0.4806500 
ADO	 0.4802700 
CERS2	 0.4797800 
IL2	 0.4796800 
TMED7	 0.4796600 
SOX7	 0.4791400 
SRSF2	 0.4789800 
TMOD1	 0.4784500 
DIRAS2	 0.4780200 
S100A9	 0.4777000 
VPS18	 0.4761000 
PFDN4	 0.4758800 
GP9	 0.4757500 
TNIP1	 0.4755900 
LCE3C	 0.4752300 
PDE4B	 0.4746000 
GREM1	 0.4743600 
TAL2	 0.4739200 
C19orf43	 0.4735300 
ABHD16A	 0.4733600 
RBM46	 0.4730100 
PPM1L	 0.4728700 
OR2T5	 0.4728100 
DHX36	 0.4722100 
STARD7	 0.4717900 
IFNG	 0.4715600 
SPDYE2	 0.4715100 
H2AFV	 0.4713000 
CD2	 0.4710800 
AREG	 0.4706100 
DLEU1	 0.4703300 
ZC3H3	 0.4699800 
LUC7L	 0.4695200 
BCL2L2	 0.4690800 
PLAA	 0.4687300 
KCNE3	 0.4682000 
KCNQ4	 0.4679900 
TARBP2	 0.4664400 
C2CD4C	 0.4661200 
LCE3E	 0.4657400 
FMNL3	 0.4654900 
OVCH1-AS1	 0.4649200 
LEP	 0.4649100 
YPEL5	 0.4647400 
SRRM4	 0.4645600 
CDSN	 0.4639100 
RPRML	 0.4637700 
ALG5	 0.4634700 
EFNA1	 0.4626300 
EPHB3	 0.4624200 
ZFAND6	 0.4623600 
SNURF	 0.4619000 
LSM7	 0.4615700 
DUSP3	 0.4615600 
BAIAP2	 0.4615500 
DCTPP1	 0.4608700 
PRR18	 0.4608600 
DGKA	 0.4607200 
NHSL1	 0.4605200 
PDDC1	 0.4604500 
LALBA	 0.4603000 
ENC1	 0.4600800 
ASPHD2	 0.4590200 
APLN	 0.4589700 
RP11-1167A19.2	 0.4589500 
FANCF	 0.4588600 
ARMCX3	 0.4588200 
RALYL	 0.4587300 
