EnsemblGene	HGNC	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000247596	TWF2	770.4813106	0.729588081	0.402811566	1.806894886	0.07077867	0.99982942
ENSG00000128581	IFT22	76.51105071	0.729365181	0.525749352	1.380799327	0.16734067	0.99982942
ENSG00000063241	ISOC2	185.0272094	0.72895724	0.537397745	1.311605461	0.189653289	0.99982942
ENSG00000187601	MAGEH1	209.2299611	0.72895338	0.378315209	1.917286512	0.055201543	0.993014518
ENSG00000112312	GMNN	303.1295666	0.728940893	0.357324623	2.04124401	0.041226579	0.900703871
ENSG00000132256	TRIM5	78.16563256	0.728796699	0.538847814	1.346707796	0.178074361	0.99982942
ENSG00000099960	SLC7A4	18.79211217	0.728632511	0.431194923	1.790528064	0.07336906	0.99982942
ENSG00000178127	NDUFV2	1361.479886	0.728466011	0.287007429	2.535735913	0.011221132	0.512663338
ENSG00000182158	CREB3L2	316.8593623	0.728191082	0.382489714	1.90669984	0.056559468	0.99982942
ENSG00000164077	MON1A	117.3826624	0.728160079	0.421989078	1.716239848	0.086118153	0.99982942
ENSG00000177628	GBA	313.9254555	0.727350966	0.426472155	1.708629094	0.087519676	0.99982942
ENSG00000161888	SPC24	19.19946936	0.727106734	0.534663248	1.260852681	0.207361929	0.99982942
ENSG00000182004	SNRPE	560.0005152	0.727091258	0.308049996	2.356721393	0.018437074	0.644679142
ENSG00000272047	GTF2H5	194.1773547	0.727028578	0.463821905	1.581821388	0.113690351	0.99982942
ENSG00000100714	MTHFD1	632.6831507	0.726582785	0.373764784	1.937329968	0.052705021	0.97725404
ENSG00000117399	CDC20	110.4355519	0.726487204	0.495452731	1.184580981	0.23618316	0.99982942
ENSG00000168298	HIST1H1E	162.0278869	0.726172374	0.474031614	1.514704701	0.129847203	0.99982942
ENSG00000186827	TNFRSF4	55.1728667	0.725142146	0.530202968	1.422958467	0.154748195	0.99982942
ENSG00000214113	LYRM4	138.7118353	0.725066255	0.502516928	1.39451365	0.163162551	0.99982942
ENSG00000084652	TXLNA	662.341829	0.724917396	0.313573246	2.311235133	0.020819871	0.6878722
ENSG00000186197	EDARADD	493.4254066	0.724601414	0.370468183	1.958739338	0.050143321	0.958768748
ENSG00000183439	TRIM61	36.15225653	0.723197599	0.538143125	1.38166429	0.167074804	0.99982942
ENSG00000235109	ZSCAN31	44.62415973	0.722899425	0.503918009	1.361258253	0.173432091	0.99982942
ENSG00000118655	DCLRE1B	126.0815025	0.722246045	0.511539789	1.38823786	0.165064627	0.99982942
ENSG00000168894	RNF181	355.2853404	0.720369586	0.363176145	1.98322825	0.04734194	0.945485156
ENSG00000164611	PTTG1	617.4949462	0.720255477	0.398583023	1.792152719	0.073108506	0.99982942
ENSG00000067829	IDH3G	702.5904157	0.719782022	0.296533116	2.42638318	0.015250159	0.595416669
ENSG00000168496	FEN1	412.1313403	0.719640239	0.534670945	1.316836834	0.187893323	0.99982942
ENSG00000167900	TK1	307.9751013	0.719639914	0.46019249	1.317973082	NA	NA
ENSG00000143603	KCNN3	30.08913552	0.719120915	0.50845913	1.313627568	0.188971567	0.99982942
ENSG00000123600	METTL8	291.3586916	0.718114095	0.433947227	1.65055251	0.098829983	0.99982942
ENSG00000250303	RP11-356J5.12	23.89277831	0.71807367	0.484366766	1.518499834	0.128888441	0.99982942
ENSG00000262943	ALOX12P2	26.21191609	0.717451473	0.537427376	1.439644886	0.149967894	0.99982942
ENSG00000269693	CTD-2192J16.20	82.06972594	0.716636684	0.538496642	1.372669394	0.169855148	0.99982942
ENSG00000198561	CTNND1	94.42342308	0.71632646	0.492984048	1.399654419	0.16161683	0.99982942
ENSG00000138160	KIF11	170.0131609	0.716242748	0.539078099	1.290337846	0.196933382	0.99982942
ENSG00000073111	MCM2	308.8616374	0.715277911	0.492042424	1.161442719	0.245461905	0.99982942
ENSG00000187961	KLHL17	139.844732	0.715252624	0.45283678	1.587478578	0.112404295	0.99982942
ENSG00000136717	BIN1	868.2139717	0.715094713	0.400152016	1.777829416	0.075431876	0.99982942
ENSG00000146192	FGD2	63.04775699	0.714288326	0.497552396	1.642707237	0.100443521	0.99982942
ENSG00000116288	PARK7	2453.892439	0.714232593	0.262651065	2.716604307	0.006595541	0.388244065
ENSG00000131669	NINJ1	1129.681055	0.713168944	0.435413587	1.622175835	0.104765704	0.99982942
ENSG00000102804	TSC22D1	550.3234716	0.713135268	0.477522359	1.455428148	0.145550769	0.99982942
ENSG00000130023	ERMARD	207.4178444	0.713027537	0.46395568	1.531608625	0.125619043	0.99982942
ENSG00000143493	INTS7	448.6112291	0.712903219	0.413179061	1.718890078	0.085634389	0.99982942
ENSG00000197061	HIST1H4C	2983.28552	0.711983769	0.392828742	1.802807111	0.071418513	0.99982942
ENSG00000158402	CDC25C	22.20441948	0.71163594	0.432819865	1.39043744	0.164396084	0.99982942
ENSG00000137411	VARS2	111.6362644	0.711509628	0.467759332	1.523342815	0.127672961	0.99982942
ENSG00000124588	NQO2	338.155595	0.710870682	0.423084303	1.694576199	0.090155845	0.99982942
ENSG00000103876	FAH	119.8370846	0.710607154	0.534380385	1.354007501	0.175733985	0.99982942
ENSG00000080839	RBL1	354.6791412	0.710555764	0.351991431	2.020914256	0.043288642	0.911002739
ENSG00000276043	UHRF1	163.947524	0.71049416	0.529460479	1.17729435	0.239078041	0.99982942
ENSG00000196154	S100A4	5030.784725	0.710231375	0.408797223	1.749555198	0.080195096	0.99982942
ENSG00000267369	RP11-1094M14.8	82.60162217	0.709499542	0.532469654	1.406437563	0.159594233	0.99982942
ENSG00000037241	RPL26L1	96.40113981	0.709284808	0.498380063	1.399630234	0.161624075	0.99982942
ENSG00000256039	RP11-291B21.2	229.1934671	0.708947256	0.408811277	1.70607944	0.08799329	0.99982942
ENSG00000100453	GZMB	18523.93788	0.707107204	0.387695029	1.820649008	0.068660228	0.99982942
ENSG00000175643	RMI2	73.14361172	0.707092642	0.483207453	1.223301464	0.221215854	0.99982942
ENSG00000135476	ESPL1	61.08436277	0.706940448	0.489495969	1.361504217	0.173354402	0.99982942
ENSG00000128191	DGCR8	104.4617606	0.706878158	0.539407813	1.402971209	0.160625425	0.99982942
ENSG00000179965	ZNF771	29.32137983	0.706667384	0.507530394	1.445360168	0.148356746	0.99982942
ENSG00000112742	TTK	68.35214961	0.706608689	0.50652129	1.269940063	0.204105981	0.99982942
ENSG00000126267	COX6B1	714.0163761	0.705945612	0.36892825	1.909115872	0.056247146	0.99982942
ENSG00000017483	SLC38A5	294.8191009	0.704494311	0.38614701	1.819107113	0.06889509	0.99982942
ENSG00000101040	ZMYND8	376.9920932	0.704374005	0.419324822	1.68271763	0.092429767	0.99982942
ENSG00000148834	GSTO1	634.0323829	0.704354192	0.454253654	1.551179482	0.120858678	0.99982942
ENSG00000102879	CORO1A	10379.27991	0.70433287	0.338657243	2.0774634	0.03775881	0.881862698
ENSG00000168769	TET2	712.8731021	0.704309287	0.388558	1.817053613	0.069208905	0.99982942
ENSG00000141854	CTB-55O6.8	21.16959111	0.704242727	0.529176892	1.36164218	0.173310837	0.99982942
ENSG00000165283	STOML2	480.8088769	0.703888293	0.396265386	1.769725912	0.076772811	0.99982942
ENSG00000166681	NGFRAP1	39.82322388	0.703622421	0.460392113	1.12007438	0.262682067	0.99982942
ENSG00000163472	TMEM79	64.97255454	0.703056681	0.536932203	1.218495438	0.223035757	0.99982942
ENSG00000160446	ZDHHC12	317.2247986	0.703002047	0.408955162	1.716011917	0.086159861	0.99982942
ENSG00000185298	CCDC137	344.6220689	0.702547058	0.42626466	1.638410487	0.101336093	0.99982942
ENSG00000117461	PIK3R3	157.3633905	0.702501681	0.508364988	1.327882829	0.184216818	0.99982942
ENSG00000048140	TSPAN17	818.5393685	0.702106505	0.415066157	1.673091255	0.094309333	0.99982942
ENSG00000152082	MZT2B	387.6962113	0.701327647	0.363364754	1.92336721	0.054433949	0.987576899
ENSG00000074800	ENO1	6283.828829	0.701078952	0.305908323	2.289559199	0.022046882	0.708524285
ENSG00000165215	CLDN3	36.27055026	0.701061386	0.396562596	1.176443395	NA	NA
ENSG00000153044	CENPH	91.38442442	0.700954949	0.497713694	1.390178494	0.164474682	0.99982942
ENSG00000136104	RNASEH2B	578.1943039	0.700444113	0.341203846	2.050447551	0.040320777	0.895020749
ENSG00000205133	TRIQK	31.94832056	0.700227452	0.516549152	1.625768668	0.103998876	0.99982942
ENSG00000166033	HTRA1	160.4886629	0.699139082	0.524150205	1.28939926	0.197259319	0.99982942
ENSG00000170464	DNAJC18	95.53196959	0.698270023	0.539232639	1.278172798	0.201188505	0.99982942
ENSG00000127884	ECHS1	567.7216966	0.698005984	0.351469203	1.979675896	0.047739959	0.945933836
ENSG00000137806	NDUFAF1	153.0167432	0.697649647	0.452693757	1.530894565	0.125795453	0.99982942
ENSG00000122390	NAA60	557.3601358	0.697236816	0.269832509	2.58206048	0.009821237	0.487526395
ENSG00000135404	CD63	3119.153381	0.697111361	0.399900076	1.743570024	0.081234094	0.99982942
ENSG00000268516	CTD-3138B18.5	29.58509355	0.697097163	0.536279448	1.258972402	0.2080403	0.99982942
ENSG00000108523	RNF167	447.5238142	0.69706969	0.35527267	1.96004582	0.049990435	0.958564813
ENSG00000197903	HIST1H2BK	58.68406624	0.696932206	0.514686421	1.33101369	0.183184506	0.99982942
ENSG00000163568	AIM2	104.841527	0.696228979	0.472892148	1.439921489	0.149889613	0.99982942
ENSG00000102780	DGKH	238.8300587	0.696196984	0.461959124	1.488845339	0.1365281	0.99982942
ENSG00000123975	CKS2	1225.113239	0.696191714	0.39455851	1.759593766	0.078476709	0.99982942
ENSG00000113273	ARSB	174.7751082	0.696022014	0.534936047	1.315884291	0.188212882	0.99982942
ENSG00000167674	CTB-50L17.10	178.0009687	0.695969773	0.444072335	1.554389812	0.120091462	0.99982942
ENSG00000149929	HIRIP3	271.2406273	0.695549671	0.413381841	1.681076609	0.092748035	0.99982942
ENSG00000106683	LIMK1	212.4321292	0.695544805	0.483756679	1.393584208	0.1634432	0.99982942
ENSG00000215712	TMEM242	231.4834558	0.695484522	0.417519679	1.665534806	0.095806106	0.99982942
ENSG00000148300	REXO4	161.3716715	0.694466684	0.495362764	1.4290477	0.152990524	0.99982942
ENSG00000076555	ACACB	74.07242537	0.694132153	0.537473612	1.279076018	0.200870288	0.99982942
ENSG00000236790	LINC00299	56.85042058	0.694009653	0.505402539	1.754105992	0.079412347	0.99982942
ENSG00000189077	TMEM120A	370.0164556	0.693866136	0.323948556	2.144825024	0.03196684	0.821112055
ENSG00000158427	TMSB15B	37.04755588	0.693605672	0.53132174	1.356598065	0.174908957	0.99982942
ENSG00000198626	RYR2	74.89608628	0.693529958	0.482441669	1.485934039	0.137296569	0.99982942
ENSG00000104889	RNASEH2A	174.7290069	0.692933162	0.428475945	1.609857152	0.107429045	0.99982942
ENSG00000123064	DDX54	576.5309033	0.692707707	0.37174483	1.859412378	0.062968709	0.99982942
ENSG00000126653	NSRP1	307.8705527	0.692133343	0.423778986	1.633713324	0.102319059	0.99982942
ENSG00000110063	DCPS	264.9054683	0.691685538	0.457534028	1.513970497	0.130033322	0.99982942
ENSG00000188707	ZBED6CL	90.40342836	0.691305695	0.534662654	1.142083399	0.253419355	0.99982942
ENSG00000053372	MRTO4	203.269787	0.690092596	0.426400125	1.608200365	0.107791303	0.99982942
ENSG00000149289	ZC3H12C	130.9279917	0.689985984	0.522247356	1.098759492	0.271872985	0.99982942
ENSG00000109684	CLNK	152.0984273	0.689880807	0.537499658	1.124962309	0.260605006	0.99982942
ENSG00000138166	DUSP5	2227.259442	0.689755852	0.328993077	2.096701084	0.036020045	0.866710291
ENSG00000051596	THOC3	290.8620208	0.689412717	0.454536045	1.510481605	0.13092058	0.99982942
ENSG00000136824	SMC2	216.1341427	0.68864255	0.534978539	1.238910526	0.215378635	0.99982942
ENSG00000265439	RN7SL811P	30.16317509	0.688480652	0.518297555	1.203405915	0.22881928	0.99982942
ENSG00000134070	IRAK2	102.4144025	0.688374208	0.516033577	1.314274326	0.188753904	0.99982942
ENSG00000171552	BCL2L1	212.1084394	0.688005392	0.44432439	1.541952221	0.123085205	0.99982942
ENSG00000050730	TNIP3	520.2034932	0.687869225	0.461559454	1.465788703	0.14270586	0.99982942
ENSG00000005156	LIG3	213.9911918	0.687537591	0.531845034	1.300287013	0.193502618	0.99982942
ENSG00000169020	ATP5I	371.216266	0.687441775	0.41809144	1.634205014	0.10221581	0.99982942
ENSG00000055950	MRPL43	419.077084	0.686139024	0.37408998	1.831784261	0.066983569	0.99982942
ENSG00000164898	C7orf55	100.0601667	0.68522985	0.477515856	1.425562714	0.153994605	0.99982942
ENSG00000172500	FIBP	502.8954771	0.685030462	0.447766077	1.516477061	0.129398766	0.99982942
ENSG00000196547	MAN2A2	781.19133	0.685005568	0.372273615	1.843710878	0.065225287	0.99982942
ENSG00000120217	CD274	125.915301	0.684290859	0.467915328	1.470923475	0.141311813	0.99982942
ENSG00000090104	RGS1	25697.35247	0.684068945	0.363780699	1.873368494	0.061017518	0.99982942
ENSG00000182199	SHMT2	355.7564606	0.684016344	0.538986572	1.201910818	0.229398083	0.99982942
ENSG00000122490	PQLC1	309.0878885	0.683625713	0.439021462	1.533751946	0.125090689	0.99982942
ENSG00000120158	RCL1	407.4091055	0.68358843	0.469679513	1.462242669	0.143674723	0.99982942
ENSG00000111653	ING4	231.6220278	0.683484779	0.425281877	1.60724882	0.107999797	0.99982942
ENSG00000211772	TRBC2	12031.79688	0.683327912	0.354240692	1.921095021	0.054719729	0.98951454
ENSG00000116661	FBXO2	140.900377	0.683151074	0.53366214	1.225705264	0.220309609	0.99982942
ENSG00000042088	TDP1	528.5299161	0.682955486	0.345798806	1.976376252	0.048112179	0.946791496
ENSG00000094916	CBX5	357.2557798	0.682768681	0.360208512	1.891252286	0.058590675	0.99982942
ENSG00000162129	CLPB	97.49684542	0.682642056	0.508961591	1.34029814	0.180148436	0.99982942
ENSG00000126106	TMEM53	113.9437647	0.68253662	0.510341251	1.353709742	0.175828999	0.99982942
ENSG00000269897	COMMD3-BMI1	91.06369875	0.681905805	0.47456543	1.413854411	0.157404654	0.99982942
ENSG00000124356	STAMBP	473.5604885	0.681875588	0.365996952	1.857732573	0.063207001	0.99982942
ENSG00000165449	SLC16A9	81.59908208	0.681803288	0.351503209	1.869177854	NA	NA
ENSG00000228716	DHFR	143.9347765	0.681494128	0.526243087	1.263794599	0.20630376	0.99982942
ENSG00000153363	LINC00467	33.15874243	0.681357302	0.537806385	1.197692599	0.231036712	0.99982942
ENSG00000117984	CTSD	7344.492765	0.681029217	0.433713144	1.58498218	0.112970383	0.99982942
ENSG00000116833	NR5A2	42.21450859	0.680457143	0.516622645	1.054491657	0.291657878	0.99982942
ENSG00000125534	PPDPF	201.9178104	0.679826965	0.499596653	1.336591819	0.181355911	0.99982942
ENSG00000141934	PLPP2	61.23799085	0.679652981	0.538601687	1.24498766	0.213136286	0.99982942
ENSG00000172428	MYEOV2	372.5567638	0.679277916	0.423298459	1.599805403	0.10964176	0.99982942
ENSG00000177156	TALDO1	819.3999195	0.67923798	0.436276612	1.553105723	0.120397879	0.99982942
ENSG00000140848	CPNE2	145.8948932	0.679177736	0.497839243	1.310352054	0.190076765	0.99982942
ENSG00000123989	CHPF	249.7411094	0.679023593	0.413919659	1.635546109	0.101934617	0.99982942
ENSG00000135736	CCDC102A	142.9815514	0.678883033	0.502999591	1.357058547	0.174762608	0.99982942
ENSG00000115392	FANCL	91.51220315	0.678161979	0.535171351	1.335154335	0.181825839	0.99982942
ENSG00000248487	ABHD14A	368.6182509	0.678026152	0.383972952	1.762260622	0.078025274	0.99982942
ENSG00000100632	ERH	342.1069908	0.677054318	0.346824923	1.950280127	0.05114274	0.966906221
ENSG00000237172	B3GNT9	38.94717551	0.676228301	0.504530507	1.413230161	0.157588061	0.99982942
ENSG00000167286	CD3D	6742.589153	0.674944195	0.397598357	1.686399977	0.091718786	0.99982942
ENSG00000105135	ILVBL	430.9919582	0.674364456	0.387239532	1.742407709	0.081437128	0.99982942
ENSG00000160703	NLRX1	186.1025676	0.674332552	0.539399576	1.242201672	0.214162163	0.99982942
ENSG00000276291	FRG1HP	205.3015314	0.673403189	0.355480121	1.891876833	0.058507393	0.99982942
ENSG00000116497	S100PBP	346.8399467	0.673119102	0.315335296	2.129784161	0.033189437	0.836282996
ENSG00000153815	CMIP	48.29753857	0.673086622	0.535883386	1.217023342	0.223595335	0.99982942
ENSG00000024526	DEPDC1	18.93587452	0.673070554	0.461419288	1.144840541	0.252275218	0.99982942
ENSG00000174851	YIF1A	455.7033112	0.67302972	0.331472022	2.025869785	0.04277813	0.909541318
ENSG00000171448	ZBTB26	36.12218715	0.672936416	0.522446309	1.227135695	0.219771594	0.99982942
ENSG00000198106	RP11-231C14.7	21.43845707	0.672490044	0.529947541	1.360105852	0.17379643	0.99982942
ENSG00000167972	ABCA3	162.8577273	0.672402296	0.538666213	1.308993891	0.19053642	0.99982942
ENSG00000179029	TMEM107	178.3568417	0.67235815	0.431204542	1.561663423	0.1183673	0.99982942
ENSG00000164111	ANXA5	4204.936691	0.672328609	0.433215102	1.547496624	0.121743538	0.99982942
ENSG00000166483	WEE1	513.1600982	0.672202055	0.455224886	1.476959869	0.139686395	0.99982942
ENSG00000130150	MOSPD2	267.0696254	0.67204784	0.460588654	1.477408028	0.139566296	0.99982942
ENSG00000069493	CLEC2D	4092.582218	0.671572089	0.274747003	2.443075319	0.014562698	0.584459024
ENSG00000148985	PGAP2	135.6688407	0.671510176	0.456855855	1.480905175	0.138631844	0.99982942
ENSG00000142731	PLK4	108.8233842	0.671258805	0.523064007	1.662740179	0.096364456	0.99982942
ENSG00000104823	ECH1	2087.553821	0.671033933	0.227658398	2.947098732	0.003207708	0.262983887
ENSG00000152253	SPC25	62.21284551	0.670982401	0.539410118	1.151850003	0.249382716	0.99982942
ENSG00000115902	SLC1A4	723.7906357	0.67029611	0.477922137	1.380589114	0.167405332	0.99982942
ENSG00000175334	BANF1	475.5747148	0.669375292	0.336910196	1.980848204	0.047608299	0.945933836
ENSG00000251578	TRBV21-1	20.44497804	0.669286488	0.477747962	1.128483898	0.259115613	0.99982942
ENSG00000099250	NRP1	105.8937387	0.669245941	0.48128592	1.585662363	0.112815921	0.99982942
ENSG00000102385	DRP2	27.81224125	0.668562915	0.378318812	1.646654824	0.099629015	0.99982942
ENSG00000165118	C9orf64	66.35067839	0.668409263	0.537841959	1.283260239	0.199400918	0.99982942
ENSG00000186010	NDUFA13	1342.123779	0.667988995	0.330274944	2.019309116	0.043455101	0.911002739
ENSG00000259479	SORD2P	27.97018293	0.667937918	0.484358161	1.658245224	0.09726798	0.99982942
ENSG00000166529	ZSCAN21	73.52941282	0.66789212	0.538577894	1.256932366	0.208778127	0.99982942
ENSG00000143641	GALNT2	575.5470788	0.667844376	0.509583405	1.256759279	0.208840815	0.99982942
ENSG00000129680	MAP7D3	146.513964	0.667715226	0.493992248	1.364354146	0.172456132	0.99982942
ENSG00000162076	FLYWCH2	75.82936384	0.667584896	0.491681825	1.330937969	0.183209423	0.99982942
ENSG00000164109	MAD2L1	238.820012	0.667254273	0.493901023	1.317081119	0.187811435	0.99982942
ENSG00000211789	TRAV12-2	189.4738832	0.6670467	0.529629679	1.190382308	0.233896163	0.99982942
ENSG00000012171	SEMA3B	34.81319716	0.666891708	0.455056254	1.207291034	0.227320082	0.99982942
ENSG00000103199	ZNF500	85.15811278	0.666709493	0.538388336	1.226771961	0.219908312	0.99982942
ENSG00000119673	ACOT2	258.6245166	0.666604462	0.409848774	1.631882328	0.102704277	0.99982942
ENSG00000166669	ATF7IP2	347.7750194	0.665810214	0.426321127	1.566727286	0.11717845	0.99982942
ENSG00000179698	WDR97	35.54808767	0.665515402	0.530003672	1.221982423	0.221714274	0.99982942
ENSG00000175701	LINC00116	132.6034405	0.664971618	0.457910033	1.441460058	0.149454754	0.99982942
ENSG00000134061	CD180	74.26032388	0.663893568	0.53915841	1.206937685	0.227456143	0.99982942
ENSG00000188313	PLSCR1	609.0901308	0.663412819	0.41994052	1.563553863	0.117922377	0.99982942
ENSG00000040487	PQLC2	102.5079453	0.663281601	0.531760605	1.136790968	0.25562568	0.99982942
ENSG00000103363	TCEB2	699.8324511	0.662558843	0.387906861	1.703110395	0.088547411	0.99982942
ENSG00000142230	SAE1	860.1824885	0.66235602	0.367817366	1.79839846	0.072113887	0.99982942
ENSG00000065057	NTHL1	95.91174464	0.661830659	0.505203981	1.307940694	0.190893425	0.99982942
ENSG00000205531	NAP1L4	2654.092661	0.661590302	0.429968793	1.53211025	0.125495231	0.99982942
ENSG00000122971	ACADS	201.1644057	0.661523236	0.538706004	1.254836985	NA	NA
ENSG00000075188	NUP37	181.1234821	0.66122856	0.518425331	1.237803477	0.215788939	0.99982942
ENSG00000107331	ABCA2	582.7267207	0.659617194	0.390708262	1.685711929	0.091851298	0.99982942
ENSG00000143324	XPR1	368.0092193	0.658937868	0.416677358	1.57153773	0.116057798	0.99982942
ENSG00000168060	NAALADL1	154.894189	0.658654233	0.539390384	1.175540921	0.239778376	0.99982942
ENSG00000127054	CPSF3L	866.668986	0.658189626	0.286549709	2.296140564	0.021667846	0.705513427
ENSG00000163704	PRRT3	53.32268006	0.658086024	0.537702867	1.130216383	0.258385058	0.99982942
ENSG00000172548	NIPAL4	66.73972529	0.658034376	0.458895218	1.212129092	0.225462969	0.99982942
ENSG00000105486	LIG1	439.6348945	0.657962604	0.397526788	1.647719964	0.099410149	0.99982942
ENSG00000198513	ATL1	120.0616217	0.657482899	0.536737428	1.171072874	0.241569486	0.99982942
ENSG00000104814	MAP4K1	2229.482292	0.657106699	0.334039171	1.964918536	0.049423667	0.955855139
ENSG00000100983	GSS	633.6057777	0.657104293	0.381600191	1.721441916	0.085170664	0.99982942
ENSG00000213443	RP11-75L1.2	390.6314348	0.656933209	0.356134156	1.844574868	0.065099406	0.99982942
ENSG00000103319	EEF2K	155.7494212	0.656911418	0.471531056	1.394991264	0.163018474	0.99982942
ENSG00000249859	PVT1	159.8375683	0.656262634	0.477882237	1.327904493	0.18420966	0.99982942
ENSG00000100387	RBX1	873.9146943	0.656242507	0.343101499	1.911608845	0.055926384	0.99982942
ENSG00000090674	MCOLN1	171.433822	0.656117166	0.49480002	1.355734694	0.175183597	0.99982942
ENSG00000274961	RP3-492J12.2	20.45888386	0.655798273	0.503049946	1.105264013	0.269045207	0.99982942
ENSG00000263934	SNORD3A	60.516317	0.655419358	0.514764995	1.281128946	0.200148378	0.99982942
ENSG00000167912	RP11-25K19.1	71.56851074	0.655367166	0.537188687	1.105452452	0.268963587	0.99982942
ENSG00000100266	PACSIN2	494.7987871	0.655334587	0.371495894	1.765901369	0.077412398	0.99982942
ENSG00000162692	VCAM1	2145.043594	0.655173029	0.491542863	1.257781404	0.208470823	0.99982942
ENSG00000196914	ARHGEF12	498.1386773	0.654982201	0.459697415	1.429491285	0.152863078	0.99982942
ENSG00000213024	NUP62	481.6432888	0.654894893	0.357840819	1.82941517	0.067337437	0.99982942
ENSG00000185627	PSMD13	1359.023701	0.654585712	0.279572138	2.339536727	0.019307673	0.657240993
ENSG00000137288	UQCC2	264.5800629	0.654373081	0.409407731	1.59675551	0.110320217	0.99982942
ENSG00000145979	TBC1D7	219.627845	0.65342026	0.384700787	1.690163471	0.090996685	0.99982942
ENSG00000103152	MPG	494.0472102	0.653407755	0.351636416	1.855550441	0.063517663	0.99982942
ENSG00000198876	DCAF12	346.1274198	0.65334305	0.493837204	1.308935924	0.190556056	0.99982942
ENSG00000110660	SLC35F2	177.1884886	0.652170483	0.538716363	1.237252467	0.215993369	0.99982942
ENSG00000115204	MPV17	643.7819844	0.651918397	0.366424475	1.777262771	0.075525016	0.99982942
ENSG00000204650	CRHR1-IT1	122.8660176	0.651592994	0.503551049	1.310850404	0.18990831	0.99982942
ENSG00000101220	C20orf27	178.4066169	0.651533731	0.429185565	1.528983671	0.126268492	0.99982942
ENSG00000197329	PELI1	1465.324216	0.651322343	0.487981378	1.317284517	0.187743273	0.99982942
ENSG00000132591	ERAL1	343.5223429	0.651163762	0.425645978	1.522294259	0.127935366	0.99982942
ENSG00000135506	OS9	1118.510538	0.651093394	0.320332747	2.031636578	0.042190461	0.905778571
ENSG00000071539	TRIP13	100.8692382	0.651047234	0.52672427	1.343607686	0.179075283	0.99982942
ENSG00000112715	VEGFA	149.7564307	0.650507694	0.501533866	1.095408513	0.273337706	0.99982942
ENSG00000099817	POLR2E	928.8242136	0.650467259	0.385921295	1.679111798	0.093130257	0.99982942
ENSG00000282499	TRBV25-1	38.75234558	0.650365354	0.461476199	1.018257674	0.308555517	0.99982942
ENSG00000128973	CLN6	44.1582636	0.649430987	0.518415466	1.233622873	0.217343466	0.99982942
ENSG00000135124	P2RX4	433.0686046	0.649376436	0.365086332	1.776110905	0.075714639	0.99982942
ENSG00000171206	TRIM8	252.6059526	0.649352926	0.46802821	1.373047704	0.169737517	0.99982942
ENSG00000196152	ZNF79	277.3990236	0.648907287	0.538763089	1.206769114	0.227521074	0.99982942
ENSG00000107863	ARHGAP21	103.3757794	0.648588324	0.516763665	1.238047147	0.21569858	0.99982942
ENSG00000281852	LINC00891	83.08188181	0.648478652	0.537463371	1.084530444	0.278129676	0.99982942
ENSG00000213722	DDAH2	279.9798661	0.648211422	0.397843047	1.633307239	0.102404395	0.99982942
ENSG00000151491	EPS8	51.18558138	0.64804883	0.454637884	1.010640902	0.312188332	0.99982942
ENSG00000169221	TBC1D10B	262.2837157	0.647984645	0.357925573	1.807726861	0.070649022	0.99982942
ENSG00000141682	PMAIP1	1758.456531	0.647934954	0.432218647	1.484977767	0.137549714	0.99982942
ENSG00000136854	STXBP1	60.3066372	0.647924226	0.480794602	1.285777207	0.198520827	0.99982942
ENSG00000137404	NRM	123.8223928	0.647682048	0.535298151	1.160738817	0.245748131	0.99982942
ENSG00000139343	SNRPF	343.9734035	0.647633412	0.384600843	1.678411094	0.093266873	0.99982942
ENSG00000135318	NT5E	82.74056619	0.647103059	0.537869832	1.365414665	0.172122757	0.99982942
ENSG00000078596	ITM2A	3315.112046	0.646880724	0.380510409	1.691041096	0.090828954	0.99982942
ENSG00000197858	GPAA1	1283.219675	0.646821776	0.287425151	2.250433858	0.024421418	0.724801393
ENSG00000087053	MTMR2	665.0679291	0.646578582	0.366711038	1.763184192	0.077869429	0.99982942
ENSG00000170365	SMAD1	28.41444794	0.646373987	0.507527894	1.144391876	0.252461156	0.99982942
ENSG00000007080	CCDC124	276.016919	0.646341552	0.403150951	1.595249033	0.110656558	0.99982942
ENSG00000204536	CCHCR1	141.961267	0.64608976	0.517533291	1.251136186	0.210884795	0.99982942
ENSG00000267855	NDUFA7	238.8720302	0.645233303	0.448568169	1.422719712	0.154817424	0.99982942
ENSG00000167671	UBXN6	51.89729003	0.645059415	0.514470578	1.271382644	0.203592554	0.99982942
ENSG00000137133	HINT2	221.3705392	0.644792442	0.480352646	1.329768091	0.183594692	0.99982942
ENSG00000168802	CHTF8	924.6719644	0.643847631	0.454195298	1.407305966	0.159336681	0.99982942
ENSG00000146859	TMEM140	601.9234052	0.643381825	0.311364227	2.063024485	0.039110302	0.887553654
ENSG00000151876	FBXO4	168.2594998	0.643287558	0.503005303	1.30012633	0.193557675	0.99982942
ENSG00000115073	ACTR1B	233.449766	0.643226154	0.376809217	1.700116969	0.089108926	0.99982942
ENSG00000168675	LDLRAD4	2013.669829	0.643202664	0.495852247	1.253985291	0.209847352	0.99982942
ENSG00000168439	STIP1	2364.602825	0.643076948	0.425285112	1.50048884	0.133487822	0.99982942
ENSG00000107796	ACTA2	302.517152	0.642869671	0.415773287	1.544690212	0.122421214	0.99982942
