Row.names	ens_gene	ext_gene	chromosome_name	start_position	end_position	strand	logFC	logCPM	PValue	FDR
ENSG00000259049	ENSG00000259049	RP11-589M4.1	14	52775237	52777740	1	-7.50748383992312	1.14874610596416	0.0230797395055877	0.109677109404334
ENSG00000115392	ENSG00000115392	FANCL	2	58159243	58241372	-1	-10.5230665819803	4.16495816571033	0.0231028920096528	0.109752399378532
ENSG00000132846	ENSG00000132846	ZBED3	5	77072072	77087323	-1	-6.63031682700222	0.918332542110363	0.0231089292301244	0.109752399378532
ENSG00000125870	ENSG00000125870	SNRPB2	20	16729961	16742563	1	2.89694844924444	7.62236437738983	0.0231627345148019	0.109817669231752
ENSG00000133111	ENSG00000133111	RFXAP	13	36819224	36829104	1	-6.88442424582981	1.12687638484874	0.0231552875689419	0.109817669231752
ENSG00000136068	ENSG00000136068	FLNB	3	58008400	58172251	1	-6.48323889600203	0.366725332911507	0.0231565827474355	0.109817669231752
ENSG00000170100	ENSG00000170100	ZNF778	16	89217703	89237071	1	-4.19661970911956	2.74491814334958	0.023149203443833	0.109817669231752
ENSG00000228223	ENSG00000228223	HCG11	6	26523450	26526579	1	1.59544074950875	0.654071936652334	0.0231320003243879	0.109817669231752
ENSG00000236850	ENSG00000236850	BMS1P20	22	22303224	22322847	1	-7.92020943281759	2.31276137614122	0.0231532487553674	0.109817669231752
ENSG00000270959	ENSG00000270959	LPP-AS2	3	188151206	188154057	-1	1.9969167120532	-1.11020272441027	0.023172204499996	0.109830907034995
ENSG00000272267	ENSG00000272267	RP11-375N15.2	8	9555144	9556520	-1	-3.9712093317061	-0.38531289212146	0.0232020498817805	0.109940684069618
ENSG00000224660	ENSG00000224660	SH3BP5-AS1	3	15254184	15264493	1	-8.06291859634736	4.7341138537483	0.0232326064718608	0.110053766890177
ENSG00000157551	ENSG00000157551	KCNJ15	21	38157034	38307357	1	2.05763576264013	2.91032437148034	0.0232787237775864	0.11024047508493
ENSG00000052841	ENSG00000052841	TTC17	11	43358932	43494933	1	-6.06669140873168	6.28515500163895	0.0232863556397015	0.110244873692047
ENSG00000149930	ENSG00000149930	TAOK2	16	29973641	29992261	1	-4.55511368026605	0.118118401151652	0.0233408165051591	0.110470909082115
ENSG00000265491	ENSG00000265491	RNF115	1	145738868	145824077	-1	-1.87487365218794	5.80181968890064	0.0233612099225333	0.11053562128766
ENSG00000103222	ENSG00000103222	ABCC1	16	15949577	16143074	1	-5.10527436179447	4.36259470850002	0.0234053002776938	0.11071238817004
ENSG00000117222	ENSG00000117222	RBBP5	1	205086142	205122015	-1	-2.44706998108617	3.29412843573004	0.0234258970678418	0.110746113559872
ENSG00000274799	ENSG00000274799	Metazoa_SRP	5	148389748	148390029	1	2.42104676111016	-1.04458249924445	0.0234243278461409	0.110746113559872
ENSG00000198315	ENSG00000198315	ZKSCAN8	6	28141910	28159472	1	3.81772513416433	-0.235898533369211	0.023439097272207	0.110776676102295
ENSG00000198917	ENSG00000198917	C9orf114	9	128819651	128829821	-1	-5.74305549251866	3.1462852827718	0.023479218544786	0.110934417525451
ENSG00000152904	ENSG00000152904	GGPS1	1	235327350	235344532	1	-2.32174834956904	4.11963177517879	0.0235233354466821	0.111110941439282
ENSG00000115839	ENSG00000115839	RAB3GAP1	2	135052265	135176394	1	-5.61055421814507	5.99172086698368	0.0235543604030083	0.111208338886853
ENSG00000116678	ENSG00000116678	LEPR	1	65420652	65641559	1	5.63657879842435	3.85047008094887	0.0235574787305768	0.111208338886853
ENSG00000177084	ENSG00000177084	POLE	12	132623753	132687365	-1	1.96879033621321	-0.362352726141383	0.0235642970025421	0.111208606255612
ENSG00000173227	ENSG00000173227	SYT12	11	67006778	67050863	1	1.53845203237318	0.367753942262559	0.023644538468776	0.111555285196776
ENSG00000070501	ENSG00000070501	POLB	8	42338454	42371808	1	-2.41036040855635	5.84260097757535	0.0236761732974282	0.111640488022592
ENSG00000132383	ENSG00000132383	RPA1	17	1829702	1900082	1	-7.45420151780109	4.44526336634259	0.0236751996461557	0.111640488022592
ENSG00000101935	ENSG00000101935	AMMECR1	X	110194186	110440233	-1	-7.5880910260526	2.07375132768059	0.0237180386359566	0.111742661849271
ENSG00000120539	ENSG00000120539	MASTL	10	27154824	27186924	1	-6.64450140591523	0.479316267784199	0.0237250182512102	0.111742661849271
ENSG00000182481	ENSG00000182481	KPNA2	17	68035519	68046842	1	-4.48779173506602	7.7458552728564	0.0237081398050569	0.111742661849271
ENSG00000264918	ENSG00000264918	AC005229.1	7	148730829	148730928	-1	-2.52335790396834	-1.09826140274706	0.0237232199135903	0.111742661849271
ENSG00000104946	ENSG00000104946	TBC1D17	19	49877425	49888749	1	2.26147953291603	2.56054862588534	0.0237436364904965	0.111798336489893
ENSG00000259768	ENSG00000259768	RP5-991G20.1	16	72665170	72791624	1	-5.91148310282954	0.24827342291432	0.0237661148424433	0.111872149631845
ENSG00000005379	ENSG00000005379	BZRAP1	17	58301228	58328760	-1	-6.61466045026636	3.64681897945786	0.0238146166860225	0.112068383586556
ENSG00000130204	ENSG00000130204	TOMM40	19	44890569	44903689	1	-6.96447838065261	3.29259139213443	0.0238379720335447	0.112146203099459
ENSG00000119979	ENSG00000119979	FAM45A	10	119104086	119137984	1	2.98174258169111	6.70261463601743	0.0238495821184646	0.112164887128901
ENSG00000139318	ENSG00000139318	DUSP6	12	89347232	89353271	-1	-8.16003273856407	3.88364472369734	0.0238555830958165	0.112164887128901
ENSG00000061936	ENSG00000061936	SFSWAP	12	131711081	131799737	1	4.57102200350869	5.51379203452674	0.0238723085334716	0.112179388128573
ENSG00000182150	ENSG00000182150	ERCC6L2	9	95875701	96014571	1	5.543613931564	6.01500770675465	0.0238717311694144	0.112179388128573
ENSG00000138030	ENSG00000138030	KHK	2	27086747	27100772	1	-10.7566993827405	4.61217095276729	0.0238894576421207	0.112227909123096
ENSG00000102595	ENSG00000102595	UGGT2	13	95801580	96053482	-1	1.95493055794909	-0.0733231003717023	0.0239231114799667	0.112321842566661
ENSG00000224086	ENSG00000224086	LL22NC03-86G7.1	22	21938293	21977632	1	-1.67252766134373	2.66714583622047	0.0239227153264332	0.112321842566661
ENSG00000144559	ENSG00000144559	TAMM41	3	11790442	11846919	-1	-5.98986273549386	1.18346737472477	0.0239600914571549	0.112463363069585
ENSG00000090615	ENSG00000090615	GOLGA3	12	132768909	132828858	-1	-3.05249342480636	3.15575947552451	0.0239823598626831	0.112535769660927
ENSG00000161800	ENSG00000161800	RACGAP1	12	49976923	50033136	-1	-7.87088744364758	1.50677438669168	0.0240094872173746	0.112630928769013
ENSG00000011275	ENSG00000011275	RNF216	7	5620047	5781739	-1	-4.88015170864831	5.91832007204478	0.0240401789820237	0.11264638852346
ENSG00000095397	ENSG00000095397	DFNB31	9	114402080	114505450	-1	5.15235122938523	3.73027800450225	0.0240253731187141	0.11264638852346
ENSG00000134202	ENSG00000134202	GSTM3	1	109733932	109741038	-1	1.97483274216652	4.6205764465814	0.0240356705322761	0.11264638852346
ENSG00000172578	ENSG00000172578	KLHL6	3	183487531	183555689	-1	3.71183193657043	5.5678571108181	0.0240320896288526	0.11264638852346
ENSG00000176236	ENSG00000176236	C10orf111	10	15095385	15097319	-1	-3.09972741710388	-0.913727014438112	0.0240546331838328	0.112682014233694
ENSG00000130045	ENSG00000130045	NXNL2	9	88535101	88584274	1	2.49466337531623	-0.128500064352049	0.0240900850868031	0.112783839858426
ENSG00000219481	ENSG00000219481	NBPF1	1	16562319	16613562	-1	2.24406638793637	-0.939794659194597	0.0240847481134389	0.112783839858426
ENSG00000153832	ENSG00000153832	FBXO36	2	229922302	230013109	1	2.27015127525669	0.291263544182195	0.024099937538539	0.112797857910174
ENSG00000157330	ENSG00000157330	C1orf158	1	12746215	12763699	1	1.96342933644496	-0.354710535282531	0.024107849781944	0.112802789577136
ENSG00000177963	ENSG00000177963	RIC8A	11	207511	215113	1	-5.63754389408806	0.116405310039208	0.0241404194769267	0.112867634529926
ENSG00000250056	ENSG00000250056	LINC01018	5	6582136	6588499	1	2.32645157403993	-1.0912634959286	0.02413365156341	0.112867634529926
ENSG00000260271	ENSG00000260271	RP1-45N11.1	6	90345219	90362632	1	3.00090433914535	-0.41389766399361	0.0241422957546226	0.112867634529926
ENSG00000137098	ENSG00000137098	SPAG8	9	35808045	35812272	-1	-9.04481676857056	2.57053542473554	0.0241970588110179	0.113091510731688
ENSG00000198646	ENSG00000198646	NCOA6	20	34689097	34825649	-1	-3.27537257351115	1.35293691137975	0.0242214653263626	0.113173420517808
ENSG00000064102	ENSG00000064102	ASUN	12	26905181	26938326	-1	-7.54417884227088	4.57511110704282	0.0242660490595016	0.113349533905601
ENSG00000173208	ENSG00000173208	ABCD2	12	39550033	39619751	-1	-8.49203700770632	5.33865427240665	0.0242830165308289	0.113396585145526
ENSG00000142867	ENSG00000142867	BCL10	1	85266248	85277090	-1	-6.63471701668103	0.966555537708103	0.0243163248249653	0.113519896223731
ENSG00000166479	ENSG00000166479	TMX3	18	68673688	68715298	-1	-6.11856971491888	4.74650258514948	0.0243366255651604	0.113582429248069
ENSG00000137563	ENSG00000137563	GGH	8	63015079	63039171	-1	-7.49799003910978	1.81562543463939	0.0244029698231237	0.113859757356288
ENSG00000127220	ENSG00000127220	ABHD8	19	17292131	17310236	-1	-8.53723748561938	2.01924414133663	0.0244220392677922	0.113916415155241
ENSG00000108932	ENSG00000108932	SLC16A6	17	68267026	68291267	-1	-10.554228097486	3.91395769243904	0.0244317093781999	0.11392921013418
ENSG00000112149	ENSG00000112149	CD83	6	14117256	14136918	1	-7.80264868417927	4.66602821212961	0.0244687605422417	0.114006533426794
ENSG00000143919	ENSG00000143919	CAMKMT	2	44361950	44772592	1	-6.90793504268337	1.92340725470815	0.0244737178226311	0.114006533426794
ENSG00000187824	ENSG00000187824	TMEM220	17	10699015	10730316	-1	-4.24743036767639	-0.491140457549429	0.0244556232924615	0.114006533426794
ENSG00000269987	ENSG00000269987	RP3-430N8.11	22	30976515	30978848	-1	-5.97647857097135	0.983072879450068	0.0244760180902298	0.114006533426794
ENSG00000164220	ENSG00000164220	F2RL2	5	76615482	76623434	-1	-7.66283161030866	2.90280111695873	0.0245035116102048	0.114102280705843
ENSG00000143842	ENSG00000143842	SOX13	1	204073115	204127743	1	1.93110687307054	2.94063257320791	0.0245130221378527	0.114114258449268
ENSG00000145022	ENSG00000145022	TCTA	3	49412206	49416475	1	-4.69376829297463	5.5159697544011	0.0245333293561525	0.114118698461526
ENSG00000260136	ENSG00000260136	CTD-2270L9.4	16	23452758	23457606	1	5.16060408610652	2.2848614062268	0.0245219857010251	0.114118698461526
ENSG00000269947	ENSG00000269947	RP11-849F2.9	17	8277763	8278436	1	2.69141290584764	-1.04885180024386	0.0245347916191376	0.114118698461526
ENSG00000146409	ENSG00000146409	SLC18B1	6	132769370	132798553	-1	-8.09250951118734	1.62885546910509	0.0245626584710462	0.114183732016195
ENSG00000183283	ENSG00000183283	DAZAP2	12	51238292	51271362	1	-2.13330317780842	9.48952435241203	0.0245612729808828	0.114183732016195
ENSG00000182109	ENSG00000182109	RP11-69E11.4	1	39522280	39546187	-1	6.64973602784116	4.66424731336782	0.0245771010234801	0.114218587322175
ENSG00000178996	ENSG00000178996	SNX18	5	54517759	54546585	1	-8.00424351714774	2.35814285190224	0.0246126028921679	0.114351265471041
ENSG00000232006	ENSG00000232006	AC005537.2	7	42954135	43113931	-1	2.40727824108579	-1.10396996411815	0.0246682636614322	0.114577501394966
ENSG00000229417	ENSG00000229417	NPM1P25	10	96189366	96190219	-1	2.203742019842	-0.514351203044605	0.0247434817967935	0.114893373642331
ENSG00000258529	ENSG00000258529	RP11-108O10.8	11	111786286	111879425	-1	2.904654317163	-1.07505787211064	0.0247502415525494	0.114893373642331
ENSG00000268750	ENSG00000268750	CTD-2583A14.10	19	57819719	57858941	1	-7.96909868981967	1.84025662401046	0.0247773090121764	0.11498656922214
ENSG00000100949	ENSG00000100949	RABGGTA	14	24265538	24271739	-1	-8.2676587948746	4.98022778963032	0.0248068376552333	0.115091130864774
ENSG00000104164	ENSG00000104164	BLOC1S6	15	45587123	45615999	1	1.56125983653135	8.11046717563327	0.0248381373365875	0.115106465138026
ENSG00000131747	ENSG00000131747	TOP2A	17	40388516	40417950	-1	-6.17205253091068	2.30598339676195	0.0248304981783897	0.115106465138026
ENSG00000187097	ENSG00000187097	ENTPD5	14	73958010	74019399	-1	-5.1904785879699	2.28958362198761	0.0248327224461088	0.115106465138026
ENSG00000266049	ENSG00000266049	RP11-703M24.5	18	2688564	2833065	-1	-3.22174453135034	0.73704249083653	0.0248280616516751	0.115106465138026
ENSG00000263218	ENSG00000263218	CTD-2561B21.7	17	80999509	81000130	-1	-5.74350328122369	0.49078180536847	0.0248708304088124	0.11522550640387
ENSG00000196914	ENSG00000196914	ARHGEF12	11	120336914	120489936	1	2.40166925900232	6.19670206692324	0.0248863745823466	0.115265052874079
ENSG00000102781	ENSG00000102781	KATNAL1	13	30202630	30307484	-1	-6.14717830101162	4.41334932550255	0.0249093342090395	0.115283332964447
ENSG00000180139	ENSG00000180139	ACTA2-AS1	10	88932390	88940820	1	-6.11245996190665	0.139720621891274	0.0249072301156456	0.115283332964447
ENSG00000203760	ENSG00000203760	CENPW	6	126340174	126348875	1	-8.67526583866022	3.32049565919082	0.0249113495078522	0.115283332964447
ENSG00000259619	ENSG00000259619	RP11-390M11.1	15	54048588	54050876	-1	1.88686712029368	-0.954890878805686	0.0249279889222254	0.115327885739477
ENSG00000158747	ENSG00000158747	NBL1	1	19640554	19658456	1	-7.87207259161702	3.32556708342284	0.024940582661058	0.115353701638476
ENSG00000096433	ENSG00000096433	ITPR3	6	33620365	33696574	1	-6.52723617013333	3.69730137402797	0.0249852383092589	0.115495282313767
ENSG00000162946	ENSG00000162946	DISC1	1	231626815	232041272	1	3.28555897770063	0.247927378771473	0.0249830545669778	0.115495282313767
ENSG00000282034	ENSG00000282034	RP11-2C24.9	16	30704067	30745169	1	-8.73797919607003	2.58496489949708	0.0250004391345657	0.115533077394269
ENSG00000250517	ENSG00000250517	LDHAL6CP	12	63003553	63006902	1	-3.57907268270101	-0.583256524333606	0.0250290943397748	0.115602517711632
ENSG00000280130	ENSG00000280130	AC073333.1	7	16789242	16789622	1	4.16170030554794	1.46511494212894	0.0250295230480404	0.115602517711632
ENSG00000040633	ENSG00000040633	PHF23	17	7235028	7239722	-1	-8.27002701477395	1.78423225191863	0.0250534980729831	0.115654456098735
ENSG00000165633	ENSG00000165633	VSTM4	10	49014245	49115509	-1	1.31773929972677	1.51717278315177	0.0250548323146952	0.115654456098735
ENSG00000136932	ENSG00000136932	TRMO	9	97904489	97922570	-1	-6.09177369773591	3.61013989908245	0.0250963650031178	0.11568523240361
ENSG00000142686	ENSG00000142686	C1orf216	1	35713875	35719472	-1	2.06907553064389	0.0521746003207988	0.0250964682608002	0.11568523240361
ENSG00000167723	ENSG00000167723	TRPV3	17	3510502	3557995	-1	1.4801498897626	1.69451830868407	0.0250689590876238	0.11568523240361
ENSG00000169710	ENSG00000169710	FASN	17	82078333	82098332	-1	-7.29493187876838	1.81681150564778	0.02507914330239	0.11568523240361
ENSG00000178177	ENSG00000178177	LCORL	4	17841199	18021876	-1	-8.03438587485852	2.69733898055801	0.0251012690346601	0.11568523240361
ENSG00000282122	ENSG00000282122	CH17-262H11.1	14	106025145	106025630	-1	-2.50568005279577	-0.898094538188951	0.025103702465403	0.11568523240361
ENSG00000235300	ENSG00000235300	THRA1/BTR	17	48294335	48308762	1	-9.03253298200262	2.66797536681602	0.0251334648385732	0.115789942913169
ENSG00000075624	ENSG00000075624	ACTB	7	5527151	5563784	-1	-1.08296510531055	13.0122003947432	0.0251503702019282	0.115835379084602
ENSG00000111554	ENSG00000111554	MDM1	12	68272443	68332381	-1	-10.0843346796419	3.79604160058081	0.0251631657624107	0.115861866543776
ENSG00000186919	ENSG00000186919	ZACN	17	76071961	76083666	1	-8.49143462484565	3.15243024468643	0.0251734778310747	0.115876907329327
ENSG00000082805	ENSG00000082805	ERC1	12	990509	1495933	1	-2.20444493110031	0.83242011158841	0.0251845132570788	0.115895268477665
ENSG00000225470	ENSG00000225470	JPX	X	73944324	74070408	1	-1.99144217016508	5.30386995761711	0.0252206843417414	0.116009109637072
ENSG00000267327	ENSG00000267327	CTD-2008L17.1	18	55893038	56023522	1	2.76815319893546	-0.853602317280062	0.0252233584278087	0.116009109637072
ENSG00000155304	ENSG00000155304	HSPA13	21	14371115	14383484	-1	-8.97430593570838	5.67472273394378	0.0252345688812432	0.116028223200952
ENSG00000275339	ENSG00000275339	RP3-425C14.6	6	122454358	122454612	1	-6.72366980812072	0.615384123041311	0.02525803990598	0.116103684274358
ENSG00000184432	ENSG00000184432	COPB2	3	139355600	139389732	-1	-4.17394817534772	6.18006388084855	0.0252810244845019	0.116176867755407
ENSG00000258080	ENSG00000258080	ARHGAP42P4	14	19688261	19691194	1	1.67606889849002	-1.03422090618247	0.0253038460544543	0.11621679867568
ENSG00000277610	ENSG00000277610	RNVU1-4	1	120942600	120942763	1	-6.49880211429332	0.929751913512976	0.0252976569686824	0.11621679867568
ENSG00000269919	ENSG00000269919	RP1-134E15.3	6	106100140	106100593	1	-7.21774053815292	1.26211209432687	0.0253626704084737	0.116454450086032
ENSG00000279561	ENSG00000279561	RP11-4L24.4	9	41269916	41273997	-1	-5.63446523420749	0.366703564936927	0.025377412538457	0.116489618760815
ENSG00000100629	ENSG00000100629	CEP128	14	80476983	80959517	-1	5.47936036600632	2.63085803320332	0.0254182830400194	0.116644671082366
ENSG00000263995	ENSG00000263995	AC011499.1	19	5822925	5823024	1	-2.34154993780725	-1.08223726261371	0.0254313310424434	0.116671994882864
ENSG00000278891	ENSG00000278891	RP11-246E12.2	18	48147634	48150864	-1	1.23340813711967	1.36693581492019	0.0255001100795582	0.116954910897517
ENSG00000160199	ENSG00000160199	PKNOX1	21	42974510	43033931	1	-2.71500937125987	3.847979771971	0.0256536319620585	0.117618153941446
ENSG00000233093	ENSG00000233093	LINC00892	X	136639543	136642429	1	-9.93067139762661	4.04262758283866	0.0256590220916829	0.117618153941446
ENSG00000124782	ENSG00000124782	RREB1	6	7107597	7251980	1	3.31547336652676	5.49734547447594	0.0256745082232179	0.117635739036083
ENSG00000261684	ENSG00000261684	RP11-265N6.1	15	42531867	42532840	-1	-5.49100668067954	0.534315149853893	0.0256771631993395	0.117635739036083
ENSG00000006062	ENSG00000006062	MAP3K14	17	45263121	45317040	-1	-3.46741794187117	2.61926229282949	0.0257138549269066	0.117672724536125
ENSG00000171777	ENSG00000171777	RASGRP4	19	38409051	38426305	-1	1.69986834698184	0.101769758349617	0.0257111499237809	0.117672724536125
ENSG00000172113	ENSG00000172113	NME6	3	48293264	48301685	-1	2.08017632217983	5.31127258465381	0.0257121215379119	0.117672724536125
ENSG00000213638	ENSG00000213638	ADAT3	19	1905378	1913447	1	-8.43769660290787	2.09733173641815	0.0257088001214479	0.117672724536125
ENSG00000134759	ENSG00000134759	ELP2	18	36129444	36180556	1	2.95370001934144	6.47956524203079	0.0257347821552098	0.117735733548466
ENSG00000065600	ENSG00000065600	TMEM206	1	212363931	212414901	-1	-9.0245280414341	3.38566882723919	0.0257656739139924	0.117844282220087
ENSG00000259494	ENSG00000259494	MRPL46	15	88459476	88467419	-1	-7.35825999965152	2.83483046955172	0.0257957736351731	0.117949149006864
ENSG00000198650	ENSG00000198650	TAT	16	71565660	71577130	-1	2.1085676833813	-0.193437690076084	0.0258088550252861	0.117976164146993
ENSG00000124224	ENSG00000124224	PPP4R1L	20	58228940	58309439	-1	-8.57794947451553	2.76990600734135	0.0259808801993237	0.118636166582871
ENSG00000142609	ENSG00000142609	CFAP74	1	1921951	2003837	-1	1.26932413902049	0.579729693475331	0.0259815101972919	0.118636166582871
ENSG00000149743	ENSG00000149743	TRPT1	11	64223799	64226254	-1	-7.78736330942457	4.36981128579009	0.0259893055388877	0.118636166582871
ENSG00000260537	ENSG00000260537	RP11-529K1.3	16	70299194	70372582	1	-6.97636352070589	0.961878321609139	0.0259807137896702	0.118636166582871
ENSG00000273345	ENSG00000273345	CTD-2410N18.4	5	134205614	134371044	-1	-7.93834428165712	2.38785242593973	0.0259865977954639	0.118636166582871
ENSG00000066455	ENSG00000066455	GOLGA5	14	92794231	92839963	1	-8.7370037193682	4.14900319876092	0.0260210118521017	0.118734702510818
ENSG00000149089	ENSG00000149089	APIP	11	34853094	34916499	-1	4.5996294236619	5.2436744041806	0.0260253300025233	0.118734702510818
ENSG00000158669	ENSG00000158669	GPAT4	8	41577187	41625001	1	-5.0465317630012	4.86592743342403	0.0260404829749245	0.118770888377311
ENSG00000019582	ENSG00000019582	CD74	5	150401637	150412929	-1	-1.69128790924369	10.6757222822563	0.0260668592712442	0.1187932885718
ENSG00000085563	ENSG00000085563	ABCB1	7	87503633	87713323	-1	4.9962511776714	5.33743807574675	0.026054723725928	0.1187932885718
ENSG00000099821	ENSG00000099821	POLRMT	19	617224	633604	-1	-9.80701621628196	3.95427802480522	0.0260670625923042	0.1187932885718
ENSG00000101457	ENSG00000101457	DNTTIP1	20	45791937	45811427	1	-9.09239233454607	3.62173023347641	0.0261040529392834	0.118906201500375
ENSG00000268568	ENSG00000268568	AC007228.9	19	56672574	56673901	-1	-4.61616107743106	-0.270060902393757	0.0261062986330549	0.118906201500375
ENSG00000110218	ENSG00000110218	PANX1	11	94128928	94181972	1	3.04783758249141	1.03997783814333	0.0261450644031281	0.119016848668211
ENSG00000123130	ENSG00000123130	ACOT9	X	23702253	23766475	-1	-1.95788479116267	3.58500077921577	0.0261417386766324	0.119016848668211
ENSG00000168056	ENSG00000168056	LTBP3	11	65538560	65558930	-1	2.52824925237966	0.624498218545359	0.0261564687050328	0.119035816489118
ENSG00000233251	ENSG00000233251	AC007743.1	2	56173534	56185770	-1	1.61601628723578	5.27098147753995	0.0261711851567308	0.119069842952352
ENSG00000267281	ENSG00000267281	RP11-793H13.10	12	53506688	53625979	-1	-5.42721512721555	1.0467657894599	0.0261794216510133	0.119074377183135
ENSG00000170421	ENSG00000170421	KRT8	12	52897187	52949954	-1	-3.13442319660936	-0.0266723390780142	0.0261954403090571	0.119076877127522
ENSG00000204564	ENSG00000204564	C6orf136	6	30647039	30653210	1	-8.36746573189074	2.34876543726984	0.026201121215235	0.119076877127522
ENSG00000227373	ENSG00000227373	RP11-160H22.5	1	174115300	174160004	-1	-5.41880145264594	-0.259339322849059	0.026201691392017	0.119076877127522
ENSG00000204310	ENSG00000204310	AGPAT1	6	32168212	32178096	-1	-8.10481798261049	3.29495814651001	0.0262094161352816	0.119079079330656
ENSG00000167397	ENSG00000167397	VKORC1	16	31090842	31095980	-1	-6.66368216956899	6.80401764391237	0.0262434586114274	0.11917992306801
ENSG00000204428	ENSG00000204428	LY6G5C	6	31676684	31684040	-1	-5.77356231664556	3.96090601909628	0.0262461045389636	0.11917992306801
ENSG00000112242	ENSG00000112242	E2F3	6	20401906	20493715	1	-6.3793571267378	3.56161002507974	0.0262939509467073	0.119364231636902
ENSG00000227376	ENSG00000227376	FTH1P16	11	77734475	77735026	-1	-2.76349087198839	-0.882518360418831	0.0263583444866352	0.119623535257088
ENSG00000116857	ENSG00000116857	TMEM9	1	201134772	201171574	-1	-10.5908489221597	3.95368814326423	0.0263980176962328	0.119770537117225
ENSG00000135596	ENSG00000135596	MICAL1	6	109444062	109465968	-1	-4.78158932368962	1.97902601872068	0.0264200323544565	0.119804320963261
ENSG00000249279	ENSG00000249279	CTC-436P18.3	5	61201309	61264929	-1	-2.80370096529312	-1.0166254958287	0.0264178749259208	0.119804320963261
ENSG00000051009	ENSG00000051009	FAM160A2	11	6211335	6234711	-1	-7.61218292199897	1.26181942560934	0.0264584344604783	0.119945389077036
ENSG00000144535	ENSG00000144535	DIS3L2	2	231961245	232344350	1	-3.4722054833562	2.26204698006501	0.0264734356682279	0.119980324176177
ENSG00000230373	ENSG00000230373	GOLGA6L5P	15	84507885	84516814	-1	3.15118275581988	-0.961594785040115	0.0264960234200429	0.120049613550811
ENSG00000197724	ENSG00000197724	PHF2	9	93576407	93679587	1	4.12855846820767	1.87663016965523	0.0265121643280347	0.120089663096444
ENSG00000211834	ENSG00000211834	TRAJ57	14	22478872	22478934	1	-2.14808122977682	-1.14260389008755	0.0265948372820398	0.120430971579766
ENSG00000018610	ENSG00000018610	CXorf56	X	119538149	119565408	-1	-2.58479773942326	4.47849891683211	0.0266392886092429	0.120567277088661
ENSG00000238149	ENSG00000238149	AC104978.1	11	28287235	28287625	-1	2.06926580174031	-0.927929972464022	0.0266395990113817	0.120567277088661
ENSG00000248415	ENSG00000248415	GAPDHP61	15	64528667	64529671	-1	-1.81946904394182	-0.947016936769103	0.0266871900335185	0.12074944002236
ENSG00000094880	ENSG00000094880	CDC23	5	138187648	138213343	-1	-8.04859994861345	1.95918637213858	0.026701995115427	0.120771409904347
ENSG00000166803	ENSG00000166803	KIAA0101	15	64364311	64387687	-1	-2.20710972998868	3.14880984693469	0.0267067317943764	0.120771409904347
ENSG00000164066	ENSG00000164066	INTU	4	127623271	127726737	1	1.4784662061263	3.09782911168444	0.0267835194867397	0.121061531803117
ENSG00000250571	ENSG00000250571	GLI4	8	143267433	143276931	1	-9.08052731251385	2.51343434615942	0.0267856091829235	0.121061531803117
ENSG00000172775	ENSG00000172775	FAM192A	16	57152466	57186116	-1	3.79317089359767	6.9889587265777	0.0268075700576503	0.121127501301696
ENSG00000232024	ENSG00000232024	LSM12P1	8	35525176	35525763	-1	-9.04781050032571	2.48272676536627	0.0268283671063336	0.121170683264266
ENSG00000257698	ENSG00000257698	RP11-620J15.3	12	57931528	57936175	-1	-8.25713435940751	1.76735458910129	0.0268318616433669	0.121170683264266
ENSG00000228784	ENSG00000228784	LINC00954	2	19868860	19885047	1	-3.640695327646	0.16323939814275	0.0268754540775146	0.121318082223942
ENSG00000279481	ENSG00000279481	RP11-181K12.1	4	145830456	145832980	-1	2.44866886161245	0.0401642358252853	0.0268792540660331	0.121318082223942
ENSG00000126453	ENSG00000126453	BCL2L12	19	49665142	49673916	1	-8.95135497417485	2.39418742375761	0.0269131093083453	0.121404253646285
ENSG00000152990	ENSG00000152990	ADGRA3	4	22345071	22516054	-1	1.64232487235029	-0.143042799487711	0.0269060980804831	0.121404253646285
ENSG00000243568	ENSG00000243568	RP11-2I17.1	15	72134641	72135436	1	1.6085611848948	0.396235769799337	0.0269307292050842	0.121450425894165
ENSG00000130830	ENSG00000130830	MPP1	X	154778684	154821007	-1	-9.89011783301759	3.73628075356046	0.026939292636322	0.121455741773461
ENSG00000077152	ENSG00000077152	UBE2T	1	202331657	202341980	-1	-7.44263321438078	1.58135157088613	0.0269495517483524	0.121468697617197
ENSG00000231621	ENSG00000231621	AC013264.2	2	197197991	197199273	1	-9.28875334120237	2.70700515796713	0.0269740914579075	0.121545995125535
ENSG00000187193	ENSG00000187193	MT1X	16	56682424	56684196	1	4.02177356201689	9.95693524578129	0.0269854895435616	0.121564049992593
ENSG00000139734	ENSG00000139734	DIAPH3	13	59665583	60163987	-1	2.98073406830189	-0.973850489168097	0.0270082534761406	0.121599984922553
ENSG00000259065	ENSG00000259065	RP5-1021I20.1	14	73787360	73803270	1	-8.1268874949087	1.65581103678409	0.0270028025959769	0.121599984922553
ENSG00000088727	ENSG00000088727	KIF9	3	47228026	47283451	-1	4.7782986237679	1.72708130452744	0.0270300914865117	0.121665001280421
ENSG00000165312	ENSG00000165312	OTUD1	10	23439458	23442390	1	-7.80367147149328	5.01316732012451	0.0270543996196124	0.121704029087035
ENSG00000241975	ENSG00000241975	TCEB1P19	1	88829102	88829419	1	-8.41867869800271	1.91079744104465	0.0270609615353127	0.121704029087035
